brand_name,item_number,time,shop_type,assessment_num,monthly_sales_num,shop_num,avg_price,monthly_sales,like_num
361,3610851988,2016/6/27,TB_JISHI,777,2672,4,108,4428,851
361,551529142,2016/6/28,TB_TMALL,2618,1983,26,88.0384615384615,174582.5,6513
361,551529142,2016/6/29,TB_TMALL,2658,1947,26,88.4230769230769,169978,6545
361,551529142,2016/6/30,TB_TMALL,2672,1915,26,88.4230769230769,165850,6553
361,651621101,2016/6/28,TB_TMALL,1346,1952,3,72.3333333333333,151868,1260
361,651621101,2016/6/29,TB_TMALL,1387,1933,3,72.3333333333333,150487,1261
361,651621101,2016/6/30,TB_TMALL,1397,1928,3,72.3333333333333,150232,1261
361,651621401,2016/6/27,TB_TMALL,2118,2812,3,79,222148,1951
361,651621401,2016/6/28,TB_TMALL,2155,2787,3,79,220173,1959
361,651621401,2016/6/29,TB_TMALL,2191,2766,3,79,218514,1971
361,651621401,2016/6/30,TB_TMALL,2203,2757,3,79,217803,1980
361,651622105,2016/6/27,TB_TMALL,1924,2252,3,69,155388,2112
361,651622105,2016/6/28,TB_TMALL,1955,2226,3,69,153594,2109
361,651622105,2016/6/29,TB_TMALL,1999,2219,3,69,153111,2116
361,651622105,2016/6/30,TB_TMALL,2010,2220,3,69,153180,2115
361,651629701,2016/6/28,TB_TMALL,971,1868,3,89,166252,1431
361,651629701,2016/6/29,TB_TMALL,1020,1873,3,89,166697,1440
361,651629701,2016/6/30,TB_TMALL,1029,1886,3,89,167854,1448
361,671442211,2016/6/17,TB_TMALL,9560,3344,4,129,377936,14257
361,671442211,2016/6/18,TB_TMALL,9613,3316,4,126.5,400064,14352
361,671442211,2016/6/19,TB_TMALL,9660,3307,4,126.5,399043,14399
361,671442211,2016/6/20,TB_TMALL,9758,3274,4,126.5,395146,14448
361,671442211,2016/6/21,TB_TMALL,9814,3235,4,134,395965,14500
361,671442211,2016/6/22,TB_TMALL,9896,3178,4,134,389022,14566
361,671442211,2016/6/23,TB_TMALL,9973,3149,4,134,385491,14611
361,671442211,2016/6/24,TB_TMALL,10029,3073,4,131.5,371637,14630
361,671442211,2016/6/25,TB_TMALL,10101,3006,4,131.5,363444,14643
361,671442211,2016/6/26,TB_TMALL,10145,2959,4,131.5,357771,14680
361,671442211,2016/6/27,TB_TMALL,10188,2978,4,131.5,360352,14725
361,671442211,2016/6/28,TB_TMALL,10230,3316,4,129,372964,15049
361,671442211,2016/6/29,TB_TMALL,10294,3425,4,134,418135,15236
361,671442211,2016/6/30,TB_TMALL,10327,3390,4,134,413930,15268
361,671442211,2016/7/4,TB_TMALL,10659,3193,4,134,416457,15384
361,671442211,2016/7/6,TB_TMALL,10743,3106,4,134,405134,15447
361,671512268,2016/7/4,TB_TMALL,18221,4252,1,139,591028,30610
361,671512287,2016/6/27,TB_TMALL,42509,3099,3,172.333333333333,553181,102841
361,671512287,2016/6/28,TB_TMALL,42561,3061,3,172.333333333333,546379,102832
361,671512287,2016/6/29,TB_TMALL,42624,3038,3,172.333333333333,542282,102839
361,671512287,2016/6/30,TB_TMALL,42643,3049,3,172.333333333333,544311,102797
361,671514436,2016/6/27,TB_TMALL,26413,2758,3,172.333333333333,489082,37013
361,671514436,2016/6/28,TB_TMALL,26444,2701,3,172.333333333333,478879,36989
361,671514436,2016/6/29,TB_TMALL,26496,2641,3,172.333333333333,468299,36959
361,671514436,2016/6/30,TB_TMALL,26513,2639,3,172.333333333333,468001,36957
361,671522210,2016/6/27,TB_TMALL,18265,3038,3,182.333333333333,572282,46265
361,671522210,2016/6/28,TB_TMALL,18314,3017,3,182.333333333333,568333,46284
361,671522210,2016/6/29,TB_TMALL,18380,3011,3,182.333333333333,567119,46354
361,671522210,2016/6/30,TB_TMALL,18406,3030,3,182.333333333333,570750,46388
361,671542241,2016/6/27,TB_TMALL,23885,3756,3,179,672324,37820
361,671542241,2016/6/28,TB_TMALL,23950,3723,3,179,666417,37840
361,671542241,2016/6/29,TB_TMALL,24042,3698,3,179,661942,37870
361,671542241,2016/6/30,TB_TMALL,24070,3713,3,179,664627,37880
361,671611101,2016/6/27,TB_TMALL,1841,2183,3,202.333333333333,454827,11760
361,671611101,2016/6/28,TB_TMALL,1870,2132,3,202.333333333333,444168,11818
361,671611101,2016/6/29,TB_TMALL,1902,2072,3,202.333333333333,431688,11852
361,671611101,2016/6/30,TB_TMALL,1912,2067,3,202.333333333333,430643,11860
361,671612219,2016/6/28,TB_TMALL,5577,2084,3,194,393966,20111
361,671612219,2016/6/29,TB_TMALL,5626,2031,3,194,383949,20135
361,671612219,2016/6/30,TB_TMALL,5635,2023,3,194,382437,20158
361,671616702,2016/6/27,TB_TMALL,4242,2356,1,189,445284,17068
361,671616702,2016/6/28,TB_TMALL,4270,2336,1,189,441504,17075
361,671616702,2016/6/29,TB_TMALL,4308,2331,1,189,440559,17105
361,671616702,2016/6/30,TB_TMALL,4324,2340,1,189,442260,17119
361,671616708,2016/6/27,TB_TMALL,7260,5345,3,142.333333333333,792265,16964
361,671616708,2016/6/28,TB_TMALL,7327,5311,3,142.333333333333,787199,17002
361,671616708,2016/6/29,TB_TMALL,7434,5224,3,142.333333333333,774416,17042
361,671616708,2016/6/30,TB_TMALL,7473,5229,3,142.333333333333,775161,17084
361,671622201,2016/7/6,TB_TMALL,9011,2272,10,164,362028,16552
361,671622211,2016/7/4,TB_TMALL,5661,2805,7,159,418095,11982
361,671622217,2016/6/17,TB_TMALL,6893,3858,17,185.176470588235,657689,19887
361,671622217,2016/6/18,TB_TMALL,6965,3973,17,180.823529411765,635343,20046
361,671622217,2016/6/19,TB_TMALL,6990,4062,17,180.3125,649382,20132
361,671622217,2016/6/20,TB_TMALL,7028,4047,17,180.823529411765,647012,20179
361,671622217,2016/6/21,TB_TMALL,7081,4035,17,186.117647058824,724352,20226
361,671622217,2016/6/22,TB_TMALL,7134,3875,17,187.823529411765,697985,20274
361,671622217,2016/6/23,TB_TMALL,7205,4116,17,186.647058823529,670104,20821
361,671622217,2016/6/24,TB_TMALL,7268,4052,17,185.470588235294,724168,20870
361,671622217,2016/6/25,TB_TMALL,7329,3983,17,185.470588235294,711937,20869
361,671622217,2016/6/26,TB_TMALL,7417,3953,17,185.470588235294,706687,20889
361,671622217,2016/6/27,TB_TMALL,7497,3933,17,185.470588235294,703317,20902
361,671622217,2016/6/28,TB_TMALL,7584,3883,18,185.666666666667,694277,21035
361,671622217,2016/6/29,TB_TMALL,7699,3764,18,187.333333333333,677336,21055
361,671622217,2016/6/30,TB_TMALL,7723,3724,18,187.333333333333,670096,21040
361,671622219,2016/6/17,TB_TMALL,11273,4418,18,180.527777777778,695422.5,25911
361,671622219,2016/6/18,TB_TMALL,11453,4514,18,178.722222222222,657148,26083
361,671622219,2016/6/19,TB_TMALL,11529,4609,18,178.722222222222,670877,26179
361,671622219,2016/6/20,TB_TMALL,11637,4691,18,178.722222222222,682826,26287
361,671622219,2016/6/21,TB_TMALL,11712,4702,17,181.941176470588,795668,26335
361,671622219,2016/6/22,TB_TMALL,11821,4614,17,181.941176470588,780656,26383
361,671622219,2016/6/23,TB_TMALL,11905,4465,17,181.941176470588,755455,26463
361,671622219,2016/6/24,TB_TMALL,11975,4390,17,180.529411764706,639292,26497
361,671622219,2016/6/25,TB_TMALL,12046,4242,18,179.888888888889,618010,26552
361,671622219,2016/6/26,TB_TMALL,12132,4082,17,179.941176470588,594744,26612
361,671622219,2016/6/27,TB_TMALL,12197,4142,18,179.333333333333,603650,26709
361,671622219,2016/6/28,TB_TMALL,12257,4177,19,179.315789473684,608705,26834
361,671622219,2016/6/29,TB_TMALL,12328,4116,19,180.578947368421,696514,26904
361,671622219,2016/6/30,TB_TMALL,12348,4094,19,180.578947368421,692806,26948
361,671622222,2016/6/27,TB_TMALL,837,2193,1,199,436407,2582
361,671622222,2016/6/28,TB_TMALL,890,2245,1,199,446755,2654
361,671622222,2016/6/29,TB_TMALL,973,2336,1,199,464864,2769
361,671622222,2016/6/30,TB_TMALL,1000,2390,1,199,475610,2848
361,671624401,2016/6/27,TB_TMALL,8545,8443,3,172.333333333333,1504637,16559
361,671624401,2016/6/28,TB_TMALL,8697,8428,3,172.333333333333,1501952,16627
361,671624401,2016/6/29,TB_TMALL,8896,8437,3,172.333333333333,1503943,16721
361,671624401,2016/6/30,TB_TMALL,8978,8480,3,172.333333333333,1511720,16784
361,681616708,2016/6/28,TB_TMALL,2643,1960,3,132.333333333333,269200,7645
361,681616708,2016/6/29,TB_TMALL,2697,1963,3,132.333333333333,269377,7656
361,681616708,2016/6/30,TB_TMALL,2723,1972,3,132.333333333333,270608,7659
361,681624401,2016/6/27,TB_TMALL,3632,3369,3,152.333333333333,530351,13095
361,681624401,2016/6/28,TB_TMALL,3677,3345,3,152.333333333333,526535,13138
361,681624401,2016/6/29,TB_TMALL,3758,3337,3,152.333333333333,525183,13183
361,681624401,2016/6/30,TB_TMALL,3790,3359,3,152.333333333333,528541,13228
361,K54221082,2016/6/17,TB_TMALL,4717,2954,1,62.3333333333334,184132.666666667,5056
361,K54221082,2016/6/18,TB_TMALL,4737,3068,1,59,181012,5087
361,K54221082,2016/6/19,TB_TMALL,4757,3166,1,59,186794,5100
361,K54221082,2016/6/20,TB_TMALL,4781,3249,1,59,191691,5114
361,K54221082,2016/6/21,TB_TMALL,4794,3325,1,69,229425,5122
361,K54221082,2016/6/22,TB_TMALL,4829,3202,1,69,220938,5133
361,K54221082,2016/6/23,TB_TMALL,4864,2925,1,69,201825,5139
361,K54221082,2016/6/24,TB_TMALL,4898,2741,1,64,175424,5159
361,K54221082,2016/6/25,TB_TMALL,4930,2579,1,62.5,161187.5,5202
361,K54221082,2016/6/26,TB_TMALL,4953,2416,1,69,166704,5224
361,K54221082,2016/6/27,TB_TMALL,4970,2202,2,68.5,151937,5240
361,K54221082,2016/6/28,TB_TMALL,5009,2172,2,68.5,149867,5247
361,K54221082,2016/6/29,TB_TMALL,5040,2114,2,63.5,124735,5262
361,K54221082,2016/6/30,TB_TMALL,5050,2092,2,63.5,123437,5261
361,K54221082,2016/7/1,TB_TMALL,5061,1983,2,64,117007,5260
361,K54221082,2016/7/4,TB_TMALL,5109,2046,3,65.6666666666667,120984,5489
361,K54221082,2016/7/6,TB_TMALL,5190,1944,3,65.6666666666667,114956,5525
361,K5624119,2016/6/17,TB_TMALL,1032,1956,11,44.6212121212121,82460.5,1256
361,K5624119,2016/6/18,TB_TMALL,1062,2092,11,44.0909090909091,81797,1287
361,K5624119,2016/6/19,TB_TMALL,1076,2163,11,44.0909090909091,84521,1307
361,K5624119,2016/6/20,TB_TMALL,1091,2234,11,44.4166666666667,87236,1316
361,K5624119,2016/6/21,TB_TMALL,1108,2293,11,45.4545454545455,110526,1323
361,K5624119,2016/6/22,TB_TMALL,1149,2254,13,44.4615384615385,108525,1341
361,K5624119,2016/6/23,TB_TMALL,1177,2126,13,44.4615384615385,102303,1358
361,K5624119,2016/6/29,TB_TMALL,1285,1733,14,43.8214285714286,67687.5,1398
361,K5624119,2016/6/30,TB_TMALL,1289,1731,14,43.8214285714286,67609.5,1402
361,K5624119,2016/7/1,TB_TMALL,1288,1728,11,40.75,67453.5,1407
361,K78410671,2016/6/17,TB_TMALL,11086,2087,9,105.560846560847,220239.666666667,13781
361,K78410671,2016/6/18,TB_TMALL,11107,2158,9,99.2380952380952,212894.857142857,13794
361,K78410671,2016/6/19,TB_TMALL,11118,2241,9,99.2380952380952,221067.571428571,13815
361,K78410671,2016/6/20,TB_TMALL,11135,2298,9,99.2380952380952,226721.285714286,13840
361,K78410671,2016/6/21,TB_TMALL,11162,2312,9,110.428571428571,267732.285714286,13842
361,K78410671,2016/6/22,TB_TMALL,11182,2216,9,111.063492063492,251055.428571429,13843
361,K78410671,2016/7/1,TB_TMALL,11235,1427,7,108.659863945578,146506.333333333,13702
361,K79110111,2016/6/17,TB_TMALL,3291,2117,4,110.666666666667,224033,6531
361,K79110111,2016/6/18,TB_TMALL,3314,2372,4,104,234828,6579
361,K79110111,2016/6/19,TB_TMALL,3334,2484,4,104,245916,6607
361,K79110111,2016/6/20,TB_TMALL,3358,2578,4,104,255222,6644
361,K79110111,2016/6/21,TB_TMALL,3396,2662,4,119,316778,6658
361,K79110111,2016/6/22,TB_TMALL,3435,2618,4,119,311542,6661
361,K79110111,2016/6/23,TB_TMALL,3485,2483,4,119,295477,6657
361,K79110111,2016/6/24,TB_TMALL,3508,2378,4,116.5,260442,6649
361,K79110111,2016/6/25,TB_TMALL,3538,2285,4,115.708333333333,243448.666666667,6701
361,K79110111,2016/6/26,TB_TMALL,3557,2137,4,119,254303,6735
361,K79110111,2016/6/28,TB_TMALL,3601,1960,4,119,233240,6724
361,K79110111,2016/6/29,TB_TMALL,3646,1875,4,114,187765,6729
361,K79110111,2016/6/30,TB_TMALL,3653,1855,4,114,185685,6744
361,K79110111,2016/7/1,TB_TMALL,3513,1811,2,109,180929,6470
361,K79110111,2016/7/4,TB_TMALL,3566,1997,3,112.333333333333,199263,6749
361,K79110111,2016/7/6,TB_TMALL,3638,1874,3,112.333333333333,187066,6744
361,K79110121,2016/7/1,TB_TMALL,5835,1553,7,117.571428571429,184317,9367
361,K79110121,2016/7/6,TB_TMALL,6036,1866,9,115.666666666667,221004,9849
361,K79240041,2016/7/1,TB_TMALL,2609,1448,5,115,154592,4510
阿姆斯,6932489701107,2016/6/17,TB_TMALL,8148,2427,1,15.8,38346.6,2718
阿姆斯,6932489701107,2016/6/18,TB_TMALL,8183,2434,1,15.8,38457.2,2728
阿姆斯,6932489701107,2016/6/19,TB_TMALL,8208,2482,1,15.8,39215.6,2747
阿姆斯,6932489701107,2016/6/20,TB_TMALL,8237,2490,1,15.8,39342,2766
阿姆斯,6932489701107,2016/6/21,TB_TMALL,8283,2488,1,15.8,39310.4,2773
阿姆斯,6932489701107,2016/6/22,TB_TMALL,8324,2486,1,15.8,39278.8,2787
阿姆斯,6932489701107,2016/6/23,TB_TMALL,8364,2481,1,15.8,39199.8,2800
阿姆斯,6932489701107,2016/6/24,TB_TMALL,8391,2467,1,15.8,38978.6,2809
阿姆斯,6932489701107,2016/6/25,TB_TMALL,8417,2436,1,15.8,38488.8,2811
阿姆斯,6932489701107,2016/6/26,TB_TMALL,8447,2407,1,15.8,38030.6,2816
阿姆斯,6932489701107,2016/6/27,TB_TMALL,8466,2375,1,15.8,37525,2826
阿姆斯,6932489701107,2016/6/28,TB_TMALL,8498,2365,1,15.8,37367,2846
阿姆斯,6932489701107,2016/6/29,TB_TMALL,8541,2374,1,15.8,37509.2,2861
阿姆斯,6932489701107,2016/6/30,TB_TMALL,8551,2364,1,15.8,37351.2,2865
爱萌,007,2016/6/17,TB_JISHI,6164,2419,1,36.7333333333333,88857.9333333333,3321
爱萌,007,2016/6/18,TB_JISHI,6204,2435,1,36.7333333333333,89445.6666666667,3323
爱萌,007,2016/6/19,TB_JISHI,6212,2408,1,36.7333333333333,88453.8666666667,3322
爱萌,007,2016/6/20,TB_JISHI,6240,2420,1,36.7333333333333,88894.6666666667,3338
爱萌,007,2016/6/21,TB_JISHI,6263,2399,1,36.7333333333333,88123.2666666667,3343
爱萌,007,2016/6/22,TB_JISHI,6300,2381,1,36.7333333333333,87462.0666666667,3360
爱萌,007,2016/6/23,TB_JISHI,6357,2386,1,36.7333333333333,87645.7333333333,3378
爱萌,007,2016/6/24,TB_JISHI,6390,2358,1,36.7333333333333,86617.2,3390
爱萌,007,2016/6/25,TB_JISHI,6419,2386,1,36.7333333333333,87645.7333333333,3403
爱萌,007,2016/6/26,TB_JISHI,6434,2376,1,36.7333333333333,87278.4,3415
爱萌,007,2016/6/27,TB_JISHI,6469,2401,1,36.7333333333333,88196.7333333333,3431
安踏,11537776,2016/6/17,TB_TMALL,21665,2568,15,238.766666666667,640191,45632
安踏,11537776,2016/6/18,TB_TMALL,21717,2591,15,234.5,645851,45694
安踏,11537776,2016/6/19,TB_TMALL,21730,2624,15,234.5,654148,45746
安踏,11537776,2016/6/20,TB_TMALL,21762,2633,15,234.5,656389,45800
安踏,11537776,2016/6/21,TB_TMALL,21792,2640,15,240.9,709682,45815
安踏,11537776,2016/6/22,TB_TMALL,21828,2564,15,242.033333333333,689225,45851
安踏,11537776,2016/6/23,TB_TMALL,21867,2498,15,242.033333333333,671521,45878
安踏,11537776,2016/6/24,TB_TMALL,21912,2449,15,242.033333333333,658392.5,45928
安踏,11537776,2016/6/25,TB_TMALL,21941,2416,15,241.633333333333,649473.5,45972
安踏,11537776,2016/6/26,TB_TMALL,21970,2373,15,241.633333333333,637906.5,45997
安踏,11537776,2016/6/27,TB_TMALL,21999,2343,15,240.966666666667,629677,46032
安踏,11537776,2016/6/28,TB_TMALL,22021,2326,15,240.966666666667,625105.5,46050
安踏,11537776,2016/6/29,TB_TMALL,22187,2279,16,242.71875,612701.5,46221
安踏,11537776,2016/6/30,TB_TMALL,22200,2266,16,242.71875,609204.5,46237
安踏,11537776,2016/7/1,TB_TMALL,20818,2219,13,241.692307692308,596858,40754
安踏,11537776,2016/7/4,TB_TMALL,22331,2158,16,234.3125,537523.5,46372
安踏,11537776,2016/7/5,TB_TMALL,22604,2087,20,236.25,499756,47144
安踏,11537776,2016/7/6,TB_TMALL,22622,1997,20,236.25,478325,47156
安踏,11538800,2016/6/17,TB_TMALL,29159,3482,29,221.604462474645,776567.058823529,62095
安踏,11538800,2016/6/18,TB_TMALL,29254,3953,29,211.34584178499,848953.058823529,62326
安踏,11538800,2016/6/19,TB_TMALL,29297,4220,29,211.34584178499,906382.058823529,62517
安踏,11538800,2016/6/20,TB_TMALL,29367,4456,29,211.34584178499,957222.058823529,62729
安踏,11538800,2016/6/21,TB_TMALL,29430,4659,29,229.768907563025,1109459.05882353,62832
安踏,11538800,2016/6/22,TB_TMALL,29541,4614,29,229.751050420168,1099024.05882353,62859
安踏,11538800,2016/6/23,TB_TMALL,29646,4574,29,227.67962184874,1087746.05882353,62888
安踏,11538800,2016/6/24,TB_TMALL,29746,4554,29,227.67962184874,1083181.05882353,62941
安踏,11538800,2016/6/25,TB_TMALL,29825,4541,29,226.822478991597,977882.058823529,62974
安踏,11538800,2016/6/26,TB_TMALL,29914,4584,29,226.822478991597,987011.058823529,63073
安踏,11538800,2016/6/27,TB_TMALL,29990,4576,29,227.67962184874,1087867.05882353,63107
安踏,11538800,2016/6/28,TB_TMALL,30084,4540,29,229.751050420168,1081474.05882353,63138
安踏,11538800,2016/6/29,TB_TMALL,30206,4440,29,229.751050420168,1057365.05882353,63155
安踏,11538800,2016/6/30,TB_TMALL,30230,4423,29,229.751050420168,1053342.05882353,63194
安踏,11538800,2016/7/1,TB_TMALL,24874,4333,19,228.057189542484,1031788.05882353,48009
安踏,11538800,2016/7/4,TB_TMALL,27541,4289,28,227.501131221719,1018682.05882353,57075
安踏,11538800,2016/7/5,TB_TMALL,31318,4354,38,224.427927927928,974581,65474
安踏,11538800,2016/7/6,TB_TMALL,31423,4299,39,224.150326797386,962337.029411765,66618
安踏,11611102,2016/6/17,TB_TMALL,7213,3300,36,269.90839093702,857598.397849462,22405
安踏,11611102,2016/6/18,TB_TMALL,7295,3461,36,258.260771889401,872753.127016129,22530
安踏,11611102,2016/6/19,TB_TMALL,7347,3601,36,258.281306003584,908818.127016129,22664
安踏,11611102,2016/6/20,TB_TMALL,7397,3663,36,258.281306003584,925176.127016129,22744
安踏,11611102,2016/6/21,TB_TMALL,7445,3746,36,262.023343611638,945234.127016129,22817
安踏,11611102,2016/6/22,TB_TMALL,7518,3725,37,259.032200460829,940093.127016129,22965
安踏,11611102,2016/6/23,TB_TMALL,7577,3714,37,259.332200460829,945239.127016129,23061
安踏,11611102,2016/6/24,TB_TMALL,7627,3665,36,260.812559297913,932690.127016129,23107
安踏,11611102,2016/6/25,TB_TMALL,7686,3625,37,260.760771889401,922414.627016129,23182
安踏,11611102,2016/6/26,TB_TMALL,7728,3577,36,260.636088709677,910061.627016129,23256
安踏,11611102,2016/6/27,TB_TMALL,7777,3621,37,260.589343317972,921438.627016129,23343
安踏,11611102,2016/6/28,TB_TMALL,7833,3593,37,260.589343317972,914542.627016129,23419
安踏,11611102,2016/6/29,TB_TMALL,7901,3499,37,260.589343317972,890216.127016129,23538
安踏,11611102,2016/6/30,TB_TMALL,7911,3487,37,260.446486175115,887142.127016129,23571
安踏,11611102,2016/7/1,TB_TMALL,6598,3195,26,260.114218092567,235646.127016129,18990
安踏,11611102,2016/7/4,TB_TMALL,8438,3361,38,259.160771889401,849057.627016129,24591
安踏,11611102,2016/7/5,TB_TMALL,8897,3508,49,253.869609046283,867748.543682796,26648
安踏,11611102,2016/7/6,TB_TMALL,8936,3441,50,254.807373655914,850229.710349462,26720
安踏,11612202,2016/6/22,TB_TMALL,5164,2095,13,179,374468,9777
安踏,11612202,2016/6/23,TB_TMALL,5206,2156,13,178.916666666667,385308,9840
安踏,11612202,2016/6/24,TB_TMALL,5240,2237,13,178.916666666667,399809,9882
安踏,11612202,2016/6/25,TB_TMALL,5272,2287,13,178.916666666667,408760,9935
安踏,11612202,2016/6/26,TB_TMALL,5296,2311,13,178.916666666667,413048,10001
安踏,11612202,2016/6/27,TB_TMALL,5333,2341,13,178.916666666667,418413,10090
安踏,11612202,2016/6/28,TB_TMALL,5369,2365,13,179,422798,10149
安踏,11612202,2016/6/29,TB_TMALL,5426,2430,13,179,434791,10234
安踏,11612202,2016/6/30,TB_TMALL,5441,2450,13,179,438371,10271
安踏,11612202,2016/7/1,TB_TMALL,5345,2475,7,179,443025,10310
安踏,11612202,2016/7/4,TB_TMALL,5625,2662,11,178.818181818182,476241,10816
安踏,11612202,2016/7/5,TB_TMALL,5933,2817,19,178.669298245614,502729.216666667,11223
安踏,11612202,2016/7/6,TB_TMALL,5977,2877,19,178.640350877193,513433.666666667,11298
安踏,11615530,2016/6/25,TB_TMALL,7526,2111,41,287.471704903284,620247.863157895,23052
安踏,11615530,2016/6/26,TB_TMALL,7532,2093,40,287.694644506002,615657.494736842,23023
安踏,11615530,2016/6/28,TB_TMALL,7630,2114,42,285.884912280702,622073.2,23119
安踏,11615530,2016/6/29,TB_TMALL,7670,2105,42,285.884912280702,620154.333333333,23163
安踏,11615530,2016/6/30,TB_TMALL,7680,2097,42,285.759912280702,618162.333333333,23167
安踏,11615530,2016/7/1,TB_TMALL,7238,1995,29,283.284480431849,96325.5333333333,21755
安踏,11615530,2016/7/4,TB_TMALL,9095,2092,43,280.604912280702,604264.136842105,26929
安踏,11615530,2016/7/5,TB_TMALL,9588,2225,54,279.366492352677,618152.419883041,28470
安踏,11615530,2016/7/6,TB_TMALL,9904,2186,55,278.073774587985,611354.643859649,29592
安踏,11615535,2016/7/1,TB_TMALL,1928,1439,24,240.336956521739,343642.5,4554
安踏,11615535,2016/7/5,TB_TMALL,2848,1869,39,233.356837606838,411618.166666667,7576
安踏,11615535,2016/7/6,TB_TMALL,2922,1862,41,233.184959349593,409268.75,7742
安踏,11615587,2016/7/5,TB_TMALL,6519,2407,18,190.111111111111,454613,19029
安踏,11615587,2016/7/6,TB_TMALL,6544,2350,18,195.666666666667,443970,19079
安踏,11618022,2016/6/17,TB_TMALL,7884,2809,32,171.777502067825,472571,14486
安踏,11618022,2016/6/18,TB_TMALL,7964,3171,32,164.250620347395,504899,14612
安踏,11618022,2016/6/19,TB_TMALL,8013,3406,32,164.680288461538,542313,14719
